ID,Artist,Title,File_Path,Play_Count,Comment,BPM,BPM_max,BPM_min,Musical_Key_Int,Color,Musical_Key,Harmonic_Key,Kind
261,DJ Deekline,Shut the Fuck Up (Dub Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR001_Cut_and_Run_-_Shut_the_Fuck_Up_EP--Vinyl-2003//02-dj_deekline_-_shut_the_fuck_up_(dub_mix)-boss.mp3,1,indító BOSS Goodness 4 Yo Speakers!,167.56949963601812,170.49856289545693,164.69075593019957,2,,D,10b,Calculated
262,Unknown,Outta Space (Booty Space Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR002_Cut_and_Run_-_Outta_Space--Vinyl-2004//01-unknown_-_outta_space_(booty_space_mix)-boss.mp3,,classic..::boss 2k4::..,118.56639455077375,120.6388986212469,116.52949485974385,15,,Ebm,2a,Calculated
262,Unknown,Outta Space (Booty Space Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR002_Cut_and_Run_-_Outta_Space--Vinyl-2004//01-unknown_-_outta_space_(booty_space_mix)-boss.mp3,,classic..::boss 2k4::..,125.61671925778784,127.81246083336355,123.4586992082298,16,,Em,9a,Calculated
262,Unknown,Outta Space (Booty Space Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR002_Cut_and_Run_-_Outta_Space--Vinyl-2004//01-unknown_-_outta_space_(booty_space_mix)-boss.mp3,,classic..::boss 2k4::..,133.08627808811877,135.41258525219158,130.79993548872463,17,,Fm,4a,Calculated
262,Unknown,Outta Space (Booty Space Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR002_Cut_and_Run_-_Outta_Space--Vinyl-2004//01-unknown_-_outta_space_(booty_space_mix)-boss.mp3,,classic..::boss 2k4::..,141.0,143.46463658647878,138.57770439488039,18,,Gbm,11a,Calculated
262,Unknown,Outta Space (Booty Space Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR002_Cut_and_Run_-_Outta_Space--Vinyl-2004//01-unknown_-_outta_space_(booty_space_mix)-boss.mp3,,classic..::boss 2k4::..,149.38429630466064,151.99548780904257,146.8179635074077,19,,Gm,6a,Calculated
262,Unknown,Outta Space (Booty Space Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR002_Cut_and_Run_-_Outta_Space--Vinyl-2004//01-unknown_-_outta_space_(booty_space_mix)-boss.mp3,,classic..::boss 2k4::..,158.2671488116216,161.03360984281878,155.54821392508828,20,,Abm,1a,Calculated
262,Unknown,Outta Space (Booty Space Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR002_Cut_and_Run_-_Outta_Space--Vinyl-2004//01-unknown_-_outta_space_(booty_space_mix)-boss.mp3,,classic..::boss 2k4::..,167.67820321538366,170.60916657992024,164.79759204713562,21,,Am,8a,Calculated
262,Unknown,Outta Space (Booty Space Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR002_Cut_and_Run_-_Outta_Space--Vinyl-2004//01-unknown_-_outta_space_(booty_space_mix)-boss.mp3,,classic..::boss 2k4::..,177.64886803517712,180.75411555082277,174.5969668132191,22,,Bbm,3a,Calculated
263,Manu Chao And Portishead,King Of The Bongo (Breaks Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR005_Cut_and_Run_-_King_of_the_Bongo_-Vls-2005//01-manu_chao_and_portishead-king_of_the_bongo_breaks_mix-bpm.mp3,,http://www.freakenergy.ru/,115.20280888975888,117.21651851851648,113.223693587127,17,,Fm,4a,Calculated
263,Manu Chao And Portishead,King Of The Bongo (Breaks Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR005_Cut_and_Run_-_King_of_the_Bongo_-Vls-2005//01-manu_chao_and_portishead-king_of_the_bongo_breaks_mix-bpm.mp3,,http://www.freakenergy.ru/,122.05312438522648,124.18657541965112,119.95632476260627,18,,Gbm,11a,Calculated
263,Manu Chao And Portishead,King Of The Bongo (Breaks Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR005_Cut_and_Run_-_King_of_the_Bongo_-Vls-2005//01-manu_chao_and_portishead-king_of_the_bongo_breaks_mix-bpm.mp3,,http://www.freakenergy.ru/,129.310780837392,131.57109347198755,127.08929902095939,19,,Gm,6a,Calculated
263,Manu Chao And Portishead,King Of The Bongo (Breaks Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR005_Cut_and_Run_-_King_of_the_Bongo_-Vls-2005//01-manu_chao_and_portishead-king_of_the_bongo_breaks_mix-bpm.mp3,,http://www.freakenergy.ru/,137.0,139.39471781806802,134.6464220006994,20,,Abm,1a,Calculated
263,Manu Chao And Portishead,King Of The Bongo (Breaks Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR005_Cut_and_Run_-_King_of_the_Bongo_-Vls-2005//01-manu_chao_and_portishead-king_of_the_bongo_breaks_mix-bpm.mp3,,http://www.freakenergy.ru/,145.14644392722346,147.68355907687115,142.6529148972685,21,,Am,8a,Calculated
263,Manu Chao And Portishead,King Of The Bongo (Breaks Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR005_Cut_and_Run_-_King_of_the_Bongo_-Vls-2005//01-manu_chao_and_portishead-king_of_the_bongo_breaks_mix-bpm.mp3,,http://www.freakenergy.ru/,153.77730061838412,156.4652804855757,151.13549863643328,22,,Bbm,3a,Calculated
263,Manu Chao And Portishead,King Of The Bongo (Breaks Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR005_Cut_and_Run_-_King_of_the_Bongo_-Vls-2005//01-manu_chao_and_portishead-king_of_the_bongo_breaks_mix-bpm.mp3,,http://www.freakenergy.ru/,162.92137475537277,165.76919022304304,160.12248305289063,23,,Bm,10a,Calculated
263,Manu Chao And Portishead,King Of The Bongo (Breaks Mix),//DJ//ALBUMOK//Label ---- Cut & Run//CAR005_Cut_and_Run_-_King_of_the_Bongo_-Vls-2005//01-manu_chao_and_portishead-king_of_the_bongo_breaks_mix-bpm.mp3,,http://www.freakenergy.ru/,172.60918383559763,175.62633922313987,169.64386137170933,24,,Cm,5a,Calculated
264,Cut & Run,Sound in Motion,//DJ//ALBUMOK//Label ---- Cut & Run//CAR007_Cut_and_Run_-_Darkside-VLS-2005//02-cut_and_run-sound_in_motion-slam.mp3,,.: Slam MP3 Division :.,116.04370530501261,118.0721135441991,114.05014390528122,22,,Bbm,3a,Calculated
264,Cut & Run,Sound in Motion,//DJ//ALBUMOK//Label ---- Cut & Run//CAR007_Cut_and_Run_-_Darkside-VLS-2005//02-cut_and_run-sound_in_motion-slam.mp3,,.: Slam MP3 Division :.,122.94402310336682,125.09304677307922,120.83191837401215,23,,Bm,10a,Calculated
264,Cut & Run,Sound in Motion,//DJ//ALBUMOK//Label ---- Cut & Run//CAR007_Cut_and_Run_-_Darkside-VLS-2005//02-cut_and_run-sound_in_motion-slam.mp3,,.: Slam MP3 Division :.,130.25465515007372,132.5314664170386,128.01695813790073,24,,Cm,5a,Calculated
264,Cut & Run,Sound in Motion,//DJ//ALBUMOK//Label ---- Cut & Run//CAR007_Cut_and_Run_-_Darkside-VLS-2005//02-cut_and_run-sound_in_motion-slam.mp3,,.: Slam MP3 Division :.,138.0,140.4121975101707,135.62924259924463,1,,Db,3b,Calculated
264,Cut & Run,Sound in Motion,//DJ//ALBUMOK//Label ---- Cut & Run//CAR007_Cut_and_Run_-_Darkside-VLS-2005//02-cut_and_run-sound_in_motion-slam.mp3,,.: Slam MP3 Division :.,146.20590702158276,148.761541259914,143.6941770498033,2,,D,10b,Calculated
264,Cut & Run,Sound in Motion,//DJ//ALBUMOK//Label ---- Cut & Run//CAR007_Cut_and_Run_-_Darkside-VLS-2005//02-cut_and_run-sound_in_motion-slam.mp3,,.: Slam MP3 Division :.,154.89976266669348,157.60736282488645,152.238677458597,3,,Eb,5b,Calculated
264,Cut & Run,Sound in Motion,//DJ//ALBUMOK//Label ---- Cut & Run//CAR007_Cut_and_Run_-_Darkside-VLS-2005//02-cut_and_run-sound_in_motion-slam.mp3,,.: Slam MP3 Division :.,164.1105818703755,166.97918431226236,161.2912603014519,4,,E,12b,Calculated
264,Cut & Run,Sound in Motion,//DJ//ALBUMOK//Label ---- Cut & Run//CAR007_Cut_and_Run_-_Darkside-VLS-2005//02-cut_and_run-sound_in_motion-slam.mp3,,.: Slam MP3 Division :.,173.8691048854925,176.9082833050606,170.8821377320868,5,,F,7b,Calculated
265,Cut_and_Run,Shine,//DJ//ALBUMOK//Label ---- Cut & Run//CAR008_Cut_and_Run_-_Murder_in_the_Jamrock_-Vinyl-2005//02-cut_and_run-shine-tclub.mp3,,[TCLUB - ThE BEATZ oRiGiN],109.31653398298289,111.22735333873827,107.43854136004752,16,,Em,9a,Calculated
265,Cut_and_Run,Shine,//DJ//ALBUMOK//Label ---- Cut & Run//CAR008_Cut_and_Run_-_Murder_in_the_Jamrock_-Vinyl-2005//02-cut_and_run-shine-tclub.mp3,,[TCLUB - ThE BEATZ oRiGiN],115.81683335824411,117.84127594565435,113.82716948276507,17,,Fm,4a,Calculated
265,Cut_and_Run,Shine,//DJ//ALBUMOK//Label ---- Cut & Run//CAR008_Cut_and_Run_-_Murder_in_the_Jamrock_-Vinyl-2005//02-cut_and_run-shine-tclub.mp3,,[TCLUB - ThE BEATZ oRiGiN],122.70366064862016,124.84848285663054,120.59568520237023,18,,Gbm,11a,Calculated
265,Cut_and_Run,Shine,//DJ//ALBUMOK//Label ---- Cut & Run//CAR008_Cut_and_Run_-_Murder_in_the_Jamrock_-Vinyl-2005//02-cut_and_run-shine-tclub.mp3,,[TCLUB - ThE BEATZ oRiGiN],130.0,132.2723599733492,127.76667781088264,19,,Gm,6a,Calculated
265,Cut_and_Run,Shine,//DJ//ALBUMOK//Label ---- Cut & Run//CAR008_Cut_and_Run_-_Murder_in_the_Jamrock_-Vinyl-2005//02-cut_and_run-shine-tclub.mp3,,[TCLUB - ThE BEATZ oRiGiN],137.7302022667084,140.13768379557118,135.36407982952485,20,,Abm,1a,Calculated
265,Cut_and_Run,Shine,//DJ//ALBUMOK//Label ---- Cut & Run//CAR008_Cut_and_Run_-_Murder_in_the_Jamrock_-Vinyl-2005//02-cut_and_run-shine-tclub.mp3,,[TCLUB - ThE BEATZ oRiGiN],145.9200662802185,148.47070411040028,143.41324688128705,21,,Am,8a,Calculated
265,Cut_and_Run,Shine,//DJ//ALBUMOK//Label ---- Cut & Run//CAR008_Cut_and_Run_-_Murder_in_the_Jamrock_-Vinyl-2005//02-cut_and_run-shine-tclub.mp3,,[TCLUB - ThE BEATZ oRiGiN],154.59692495035372,157.29923159850802,151.9410423129619,22,,Bbm,3a,Calculated
265,Cut_and_Run,Shine,//DJ//ALBUMOK//Label ---- Cut & Run//CAR008_Cut_and_Run_-_Murder_in_the_Jamrock_-Vinyl-2005//02-cut_and_run-shine-tclub.mp3,,[TCLUB - ThE BEATZ oRiGiN],163.7897364863335,166.65273064969475,160.97592684906724,23,,Bm,10a,Calculated
266,Cut & Run,Public Enema,//DJ//ALBUMOK//Label ---- Cut & Run//CAR014_Cut_and_Run_-_Loneliness--Bootleg-Vinyl-2006//02-cut_and_run-public_enema-tcg.mp3,,! The-Clubbers-Generation 2oo6,110.1574303982366,112.08294836442087,108.26499167820172,10,,Bb,6b,Calculated
266,Cut & Run,Public Enema,//DJ//ALBUMOK//Label ---- Cut & Run//CAR014_Cut_and_Run_-_Loneliness--Bootleg-Vinyl-2006//02-cut_and_run-public_enema-tcg.mp3,,! The-Clubbers-Generation 2oo6,116.70773207638445,118.74774729908245,114.70276309417096,11,,B,1b,Calculated
266,Cut & Run,Public Enema,//DJ//ALBUMOK//Label ---- Cut & Run//CAR014_Cut_and_Run_-_Loneliness--Bootleg-Vinyl-2006//02-cut_and_run-public_enema-tcg.mp3,,! The-Clubbers-Generation 2oo6,123.64753496130186,125.80885580168156,121.52334431931155,12,,Cm,5a,Calculated
266,Cut & Run,Public Enema,//DJ//ALBUMOK//Label ---- Cut & Run//CAR014_Cut_and_Run_-_Loneliness--Bootleg-Vinyl-2006//02-cut_and_run-public_enema-tcg.mp3,,! The-Clubbers-Generation 2oo6,131.0,133.2898396654519,128.7494984094279,13,,Dbm,12a,Calculated
266,Cut & Run,Public Enema,//DJ//ALBUMOK//Label ---- Cut & Run//CAR014_Cut_and_Run_-_Loneliness--Bootleg-Vinyl-2006//02-cut_and_run-public_enema-tcg.mp3,,! The-Clubbers-Generation 2oo6,138.78966536106768,141.215665978614,136.40534198205964,14,,Dm,7a,Calculated
266,Cut & Run,Public Enema,//DJ//ALBUMOK//Label ---- Cut & Run//CAR014_Cut_and_Run_-_Loneliness--Bootleg-Vinyl-2006//02-cut_and_run-public_enema-tcg.mp3,,! The-Clubbers-Generation 2oo6,147.04252832852785,149.61278644971105,144.51642570345078,15,,Ebm,2a,Calculated
266,Cut & Run,Public Enema,//DJ//ALBUMOK//Label ---- Cut & Run//CAR014_Cut_and_Run_-_Loneliness--Bootleg-Vinyl-2006//02-cut_and_run-public_enema-tcg.mp3,,! The-Clubbers-Generation 2oo6,155.78613206535644,158.5092256877273,153.10981956152315,16,,Em,9a,Calculated
266,Cut & Run,Public Enema,//DJ//ALBUMOK//Label ---- Cut & Run//CAR014_Cut_and_Run_-_Loneliness--Bootleg-Vinyl-2006//02-cut_and_run-public_enema-tcg.mp3,,! The-Clubbers-Generation 2oo6,165.04965753622838,167.93467473161547,162.2142032094447,17,,Fm,4a,Calculated
267,Cut & Run,Move it,//DJ//ALBUMOK//Label ---- Cut & Run//CAR016_Cut_and_Run_-_Left_Behind-CDS-2006//02-cut_and_run-move_it.mp3,,.: Slam MP3 Division :.,112.68011964399774,114.64973344146867,110.74434263266436,9,,A,11b,Calculated
267,Cut & Run,Move it,//DJ//ALBUMOK//Label ---- Cut & Run//CAR016_Cut_and_Run_-_Left_Behind-CDS-2006//02-cut_and_run-move_it.mp3,,.: Slam MP3 Division :.,119.38042823080546,121.46716135936678,117.32954392838862,10,,Bb,6b,Calculated
267,Cut & Run,Move it,//DJ//ALBUMOK//Label ---- Cut & Run//CAR016_Cut_and_Run_-_Left_Behind-CDS-2006//02-cut_and_run-move_it.mp3,,.: Slam MP3 Division :.,126.47915789934693,128.68997463683456,124.30632167013547,11,,B,1b,Calculated
267,Cut & Run,Move it,//DJ//ALBUMOK//Label ---- Cut & Run//CAR016_Cut_and_Run_-_Left_Behind-CDS-2006//02-cut_and_run-move_it.mp3,,.: Slam MP3 Division :.,134.0,136.34227874175997,131.69796020506365,12,,Cm,5a,Calculated
267,Cut & Run,Move it,//DJ//ALBUMOK//Label ---- Cut & Run//CAR016_Cut_and_Run_-_Left_Behind-CDS-2006//02-cut_and_run-move_it.mp3,,.: Slam MP3 Division :.,141.96805464414558,144.4496125277426,139.52912843966408,13,,Dbm,12a,Calculated
267,Cut & Run,Move it,//DJ//ALBUMOK//Label ---- Cut & Run//CAR016_Cut_and_Run_-_Left_Behind-CDS-2006//02-cut_and_run-move_it.mp3,,.: Slam MP3 Division :.,150.40991447345598,153.03903346764338,147.82596216994202,14,,Dm,7a,Calculated
267,Cut & Run,Move it,//DJ//ALBUMOK//Label ---- Cut & Run//CAR016_Cut_and_Run_-_Left_Behind-CDS-2006//02-cut_and_run-move_it.mp3,,.: Slam MP3 Division :.,159.35375341036462,162.1392079553852,156.6161513072069,15,,Ebm,2a,Calculated
267,Cut & Run,Move it,//DJ//ALBUMOK//Label ---- Cut & Run//CAR016_Cut_and_Run_-_Left_Behind-CDS-2006//02-cut_and_run-move_it.mp3,,.: Slam MP3 Division :.,168.82942068591302,171.78050697737768,165.92903229057703,16,,Em,9a,Calculated
268,Cut & Run,Freddy R U Ready,//DJ//ALBUMOK//Label ---- Cut & Run//CAR017_Cut_and_Run_-_Ground_Cru-Vinyl-2006//02-cut_and_run_-_freddy_r_u_ready-gym.mp3,,TeAm RiPpeRs GyM,112.68011964399774,114.64973344146867,110.74434263266436,11,,B,1b,Calculated
268,Cut & Run,Freddy R U Ready,//DJ//ALBUMOK//Label ---- Cut & Run//CAR017_Cut_and_Run_-_Ground_Cru-Vinyl-2006//02-cut_and_run_-_freddy_r_u_ready-gym.mp3,,TeAm RiPpeRs GyM,119.38042823080546,121.46716135936678,117.32954392838862,12,,Cm,5a,Calculated
268,Cut & Run,Freddy R U Ready,//DJ//ALBUMOK//Label ---- Cut & Run//CAR017_Cut_and_Run_-_Ground_Cru-Vinyl-2006//02-cut_and_run_-_freddy_r_u_ready-gym.mp3,,TeAm RiPpeRs GyM,126.47915789934693,128.68997463683456,124.30632167013547,13,,Dbm,12a,Calculated
268,Cut & Run,Freddy R U Ready,//DJ//ALBUMOK//Label ---- Cut & Run//CAR017_Cut_and_Run_-_Ground_Cru-Vinyl-2006//02-cut_and_run_-_freddy_r_u_ready-gym.mp3,,TeAm RiPpeRs GyM,134.0,136.34227874175997,131.69796020506365,14,,Dm,7a,Calculated
268,Cut & Run,Freddy R U Ready,//DJ//ALBUMOK//Label ---- Cut & Run//CAR017_Cut_and_Run_-_Ground_Cru-Vinyl-2006//02-cut_and_run_-_freddy_r_u_ready-gym.mp3,,TeAm RiPpeRs GyM,141.96805464414558,144.4496125277426,139.52912843966408,15,,Ebm,2a,Calculated
268,Cut & Run,Freddy R U Ready,//DJ//ALBUMOK//Label ---- Cut & Run//CAR017_Cut_and_Run_-_Ground_Cru-Vinyl-2006//02-cut_and_run_-_freddy_r_u_ready-gym.mp3,,TeAm RiPpeRs GyM,150.40991447345598,153.03903346764338,147.82596216994202,16,,Em,9a,Calculated
268,Cut & Run,Freddy R U Ready,//DJ//ALBUMOK//Label ---- Cut & Run//CAR017_Cut_and_Run_-_Ground_Cru-Vinyl-2006//02-cut_and_run_-_freddy_r_u_ready-gym.mp3,,TeAm RiPpeRs GyM,159.35375341036462,162.1392079553852,156.6161513072069,17,,Fm,4a,Calculated
268,Cut & Run,Freddy R U Ready,//DJ//ALBUMOK//Label ---- Cut & Run//CAR017_Cut_and_Run_-_Ground_Cru-Vinyl-2006//02-cut_and_run_-_freddy_r_u_ready-gym.mp3,,TeAm RiPpeRs GyM,168.82942068591302,171.78050697737768,165.92903229057703,18,,Gbm,11a,Calculated
269,Cut & Run,Detroit,//DJ//ALBUMOK//Label ---- Cut & Run//CAR019_Cut_and_Run_-_Detroit-Onesided_Bootleg_Vinyl-2006//01_cut_and_run_-_detroit.mp3,1,bass line,110.1574303982366,112.08294836442087,108.26499167820172,11,2,B,1b,Calculated
269,Cut & Run,Detroit,//DJ//ALBUMOK//Label ---- Cut & Run//CAR019_Cut_and_Run_-_Detroit-Onesided_Bootleg_Vinyl-2006//01_cut_and_run_-_detroit.mp3,1,bass line,116.70773207638445,118.74774729908245,114.70276309417096,12,2,Cm,5a,Calculated
269,Cut & Run,Detroit,//DJ//ALBUMOK//Label ---- Cut & Run//CAR019_Cut_and_Run_-_Detroit-Onesided_Bootleg_Vinyl-2006//01_cut_and_run_-_detroit.mp3,1,bass line,123.64753496130186,125.80885580168156,121.52334431931155,13,2,Dbm,12a,Calculated
269,Cut & Run,Detroit,//DJ//ALBUMOK//Label ---- Cut & Run//CAR019_Cut_and_Run_-_Detroit-Onesided_Bootleg_Vinyl-2006//01_cut_and_run_-_detroit.mp3,1,bass line,131.0,133.2898396654519,128.7494984094279,14,2,Dm,7a,Calculated
269,Cut & Run,Detroit,//DJ//ALBUMOK//Label ---- Cut & Run//CAR019_Cut_and_Run_-_Detroit-Onesided_Bootleg_Vinyl-2006//01_cut_and_run_-_detroit.mp3,1,bass line,138.78966536106768,141.215665978614,136.40534198205964,15,2,Ebm,2a,Calculated
269,Cut & Run,Detroit,//DJ//ALBUMOK//Label ---- Cut & Run//CAR019_Cut_and_Run_-_Detroit-Onesided_Bootleg_Vinyl-2006//01_cut_and_run_-_detroit.mp3,1,bass line,147.04252832852785,149.61278644971105,144.51642570345078,16,2,Em,9a,Calculated
269,Cut & Run,Detroit,//DJ//ALBUMOK//Label ---- Cut & Run//CAR019_Cut_and_Run_-_Detroit-Onesided_Bootleg_Vinyl-2006//01_cut_and_run_-_detroit.mp3,1,bass line,155.78613206535644,158.5092256877273,153.10981956152315,17,2,Fm,4a,Calculated
269,Cut & Run,Detroit,//DJ//ALBUMOK//Label ---- Cut & Run//CAR019_Cut_and_Run_-_Detroit-Onesided_Bootleg_Vinyl-2006//01_cut_and_run_-_detroit.mp3,1,bass line,165.04965753622838,167.93467473161547,162.2142032094447,18,2,Gbm,11a,Calculated
270,Cut and Run,Simon Says,//DJ//ALBUMOK//Label ---- Cut & Run//CAR024_Cut_and_Run_-_One_More_Time__Simon_Says--WEB-2007//02-cut_and_run-simon_says.mp3,,,112.68011964399774,114.64973344146867,110.74434263266436,17,,Fm,4a,Calculated
270,Cut and Run,Simon Says,//DJ//ALBUMOK//Label ---- Cut & Run//CAR024_Cut_and_Run_-_One_More_Time__Simon_Says--WEB-2007//02-cut_and_run-simon_says.mp3,,,119.38042823080546,121.46716135936678,117.32954392838862,18,,Gbm,11a,Calculated
270,Cut and Run,Simon Says,//DJ//ALBUMOK//Label ---- Cut & Run//CAR024_Cut_and_Run_-_One_More_Time__Simon_Says--WEB-2007//02-cut_and_run-simon_says.mp3,,,126.47915789934693,128.68997463683456,124.30632167013547,19,,Gm,6a,Calculated
270,Cut and Run,Simon Says,//DJ//ALBUMOK//Label ---- Cut & Run//CAR024_Cut_and_Run_-_One_More_Time__Simon_Says--WEB-2007//02-cut_and_run-simon_says.mp3,,,134.0,136.34227874175997,131.69796020506365,20,,Abm,1a,Calculated
270,Cut and Run,Simon Says,//DJ//ALBUMOK//Label ---- Cut & Run//CAR024_Cut_and_Run_-_One_More_Time__Simon_Says--WEB-2007//02-cut_and_run-simon_says.mp3,,,141.96805464414558,144.4496125277426,139.52912843966408,21,,Am,8a,Calculated
270,Cut and Run,Simon Says,//DJ//ALBUMOK//Label ---- Cut & Run//CAR024_Cut_and_Run_-_One_More_Time__Simon_Says--WEB-2007//02-cut_and_run-simon_says.mp3,,,150.40991447345598,153.03903346764338,147.82596216994202,22,,Bbm,3a,Calculated
270,Cut and Run,Simon Says,//DJ//ALBUMOK//Label ---- Cut & Run//CAR024_Cut_and_Run_-_One_More_Time__Simon_Says--WEB-2007//02-cut_and_run-simon_says.mp3,,,159.35375341036462,162.1392079553852,156.6161513072069,23,,Bm,10a,Calculated
270,Cut and Run,Simon Says,//DJ//ALBUMOK//Label ---- Cut & Run//CAR024_Cut_and_Run_-_One_More_Time__Simon_Says--WEB-2007//02-cut_and_run-simon_says.mp3,,,168.82942068591302,171.78050697737768,165.92903229057703,24,,Cm,5a,Calculated
271,cut n run,Liquid,//DJ//ALBUMOK//Label ---- Cut & Run//CAR025_Cut_and_Run_-_Another_Dance--Vinyl-2007//02-cut_n_run-liquid.mp3,,,115.20280888975888,117.21651851851648,113.223693587127,14,,Dm,7a,Calculated
271,cut n run,Liquid,//DJ//ALBUMOK//Label ---- Cut & Run//CAR025_Cut_and_Run_-_Another_Dance--Vinyl-2007//02-cut_n_run-liquid.mp3,,,122.05312438522648,124.18657541965112,119.95632476260627,15,,Ebm,2a,Calculated
271,cut n run,Liquid,//DJ//ALBUMOK//Label ---- Cut & Run//CAR025_Cut_and_Run_-_Another_Dance--Vinyl-2007//02-cut_n_run-liquid.mp3,,,129.310780837392,131.57109347198755,127.08929902095939,16,,Em,9a,Calculated
271,cut n run,Liquid,//DJ//ALBUMOK//Label ---- Cut & Run//CAR025_Cut_and_Run_-_Another_Dance--Vinyl-2007//02-cut_n_run-liquid.mp3,,,137.0,139.39471781806802,134.6464220006994,17,,Fm,4a,Calculated
271,cut n run,Liquid,//DJ//ALBUMOK//Label ---- Cut & Run//CAR025_Cut_and_Run_-_Another_Dance--Vinyl-2007//02-cut_n_run-liquid.mp3,,,145.14644392722346,147.68355907687115,142.6529148972685,18,,Gbm,11a,Calculated
271,cut n run,Liquid,//DJ//ALBUMOK//Label ---- Cut & Run//CAR025_Cut_and_Run_-_Another_Dance--Vinyl-2007//02-cut_n_run-liquid.mp3,,,153.77730061838412,156.4652804855757,151.13549863643328,19,,Gm,6a,Calculated
271,cut n run,Liquid,//DJ//ALBUMOK//Label ---- Cut & Run//CAR025_Cut_and_Run_-_Another_Dance--Vinyl-2007//02-cut_n_run-liquid.mp3,,,162.92137475537277,165.76919022304304,160.12248305289063,20,,Abm,1a,Calculated
271,cut n run,Liquid,//DJ//ALBUMOK//Label ---- Cut & Run//CAR025_Cut_and_Run_-_Another_Dance--Vinyl-2007//02-cut_n_run-liquid.mp3,,,172.60918383559763,175.62633922313987,169.64386137170933,21,,Am,8a,Calculated
272,Cut and Run,Done It Again,//DJ//ALBUMOK//Label ---- Cut & Run//CAR026_Cut_and_Run_-_Sirens-Bootleg-Vinyl-2007//02-cut_and_run-done_it_again.mp3,,CAR026,110.1574303982366,112.08294836442087,108.26499167820172,13,,Dbm,12a,Calculated
272,Cut and Run,Done It Again,//DJ//ALBUMOK//Label ---- Cut & Run//CAR026_Cut_and_Run_-_Sirens-Bootleg-Vinyl-2007//02-cut_and_run-done_it_again.mp3,,CAR026,116.70773207638445,118.74774729908245,114.70276309417096,14,,Dm,7a,Calculated
272,Cut and Run,Done It Again,//DJ//ALBUMOK//Label ---- Cut & Run//CAR026_Cut_and_Run_-_Sirens-Bootleg-Vinyl-2007//02-cut_and_run-done_it_again.mp3,,CAR026,123.64753496130186,125.80885580168156,121.52334431931155,15,,Ebm,2a,Calculated
272,Cut and Run,Done It Again,//DJ//ALBUMOK//Label ---- Cut & Run//CAR026_Cut_and_Run_-_Sirens-Bootleg-Vinyl-2007//02-cut_and_run-done_it_again.mp3,,CAR026,131.0,133.2898396654519,128.7494984094279,16,,Em,9a,Calculated
272,Cut and Run,Done It Again,//DJ//ALBUMOK//Label ---- Cut & Run//CAR026_Cut_and_Run_-_Sirens-Bootleg-Vinyl-2007//02-cut_and_run-done_it_again.mp3,,CAR026,138.78966536106768,141.215665978614,136.40534198205964,17,,Fm,4a,Calculated
272,Cut and Run,Done It Again,//DJ//ALBUMOK//Label ---- Cut & Run//CAR026_Cut_and_Run_-_Sirens-Bootleg-Vinyl-2007//02-cut_and_run-done_it_again.mp3,,CAR026,147.04252832852785,149.61278644971105,144.51642570345078,18,,Gbm,11a,Calculated
272,Cut and Run,Done It Again,//DJ//ALBUMOK//Label ---- Cut & Run//CAR026_Cut_and_Run_-_Sirens-Bootleg-Vinyl-2007//02-cut_and_run-done_it_again.mp3,,CAR026,155.78613206535644,158.5092256877273,153.10981956152315,19,,Gm,6a,Calculated
272,Cut and Run,Done It Again,//DJ//ALBUMOK//Label ---- Cut & Run//CAR026_Cut_and_Run_-_Sirens-Bootleg-Vinyl-2007//02-cut_and_run-done_it_again.mp3,,CAR026,165.04965753622838,167.93467473161547,162.2142032094447,20,,Abm,1a,Calculated
273,Unknown,Blind,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//01-unknown-blind.mp3,,Enjoy!,115.20280888975888,117.21651851851648,113.223693587127,18,,Gbm,11a,Calculated
273,Unknown,Blind,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//01-unknown-blind.mp3,,Enjoy!,122.05312438522648,124.18657541965112,119.95632476260627,19,,Gm,6a,Calculated
273,Unknown,Blind,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//01-unknown-blind.mp3,,Enjoy!,129.310780837392,131.57109347198755,127.08929902095939,20,,Abm,1a,Calculated
273,Unknown,Blind,//DJ//ALBUMOK//Label ---- Cut & Run//CAR028_Cut_and_Run_-_Blind--VINYL-2008//01-unknown-blind.mp3,,Enjoy!,137.0,139.39471781806802,134.6464220006994,21,,Am,8a,Calculated
